CO_UNIDADE;CO_END_COMPL;NO_IDENTIFICACAO;TP_LOGR;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NO_BAIRRO;CO_CEP;CO_MUNICIPIO;NO_DDD_TEL;NU_TELEFONE;NO_EMAIL;CO_USUARIO
5003700000000;1;SAO PEDRO;81;BAHIA;1;;VILA SAO PEDRO;79804000;500370;67;34901101;ubsvilasaopedro.sems@dourados.ms.gov.br;DAIAB01
5300100000000;1;FILIAL;95;SGAN QUADRA 607 CONJUNTO A BLOCO B LOJA S04;SN;CONS. 129, 130 E 131;ASA NORTE;70830300;530010;61;33226000;;GECAD
1600700000000;1;PM TARTA UBS JOSE ALVES MEIRELES;81;ALAMEDA AUCALIPTO;657;ESQ PRESIDENTE DUTRA;CENTRO;68990000;160070;;;;SEMSATTZ
1501700000000;1;E M E F PADRE ANGELO MARIA ABENI;104;CARATATEUA;SN;;ZONA RURAL;68600000;150170;;;;GESTOR
1500500000000;1;PS SARACURA;713;SARACURA;S/N;FUROS DO ARRAIOLOS;RIBEIRINHOS;68230000;150050;;;;FCES
2803510000000;1;CARRETA MOVEL FUNDAÇÃO PIO XII UNID LAGARTO CONS ITINERANTE;81;SIMAO DIAS;385;CARRETA MOVEL;LOTEAMENTO LAUDELINO;49400000;280350;;;;SAUDE
3117810000000;1;SECRETARIA DE SAÚDE - VIGILÂNCIA SANITÁRIA;561;CAPITAO FRANCISCO INACIO COSTA;10;SALA GINASIO;CENTRO;37548000;311780;35;984455164;;SMSCOUROS
3106200000000;2;INSTITUTO DE INOVACAO PESQUISA E DESENVOLVIMENTO;552;DOS AIMORES;2799;;BARRO PRETO;30140073;310620;;;;CARINA
3106200000000;3;LABORATORIO DE ANALISES CLINICAS - HUCM;561;DOS AIMORES;2825;2 E 3 ANDAR;BARRO PRETO;30140073;310620;;;;CARINA
3106200000000;4;AMBULATORIO DE ESPECIALIDADE - HUCM;561;DOS AIMORES;2799;;BARRO PRETO;30140073;310620;;;;CARINA
3106200000000;5;INSTITUTO DE OLHOS - HUCM;655;CHURCHILL;232;;SANTA EFIGENIA;31110010;310620;31;32487459;;CARINA
3300400000000;1;CENTRO DE TRIAGEM COVID-19;81;ANTONIO VINTURELLI NETO;123;CT COVID-19;BOA VISTA I;27345030;330040;;;;GISELE
2313500000000;3;HOSPITAL DE CAMPANHA COVID TRAIRI;655;MIGUEL PINTO FERREIRA;145;;PLANALTO NORTE;62690000;231350;;;;231350
3131300000000;1;HOSPITAL MARCIO CUNHA - UNIDADE II;81;GASPAR DE LEMOS;100;;BOM RETIRO;35160227;313130;31;38299000;;GESTOR
3131300000000;2;UNIDADE DE ONCOLOGIA DO HOSPITAL MARCIO CUNHA;8;JOSE JULIO DA COSTA;2805;;IDEAL;35162189;313130;13;38299000;;GESTOR
3131300000000;3;UNIDADE DE ATENDIMENTO CANAA;8;MINAS GERAIS;337;;CANAA;35164192;313130;31;38299000;investimentosocial@fsfx.com.br;GESTOR
3131300000000;4;UNIDADE DE MEDICINA DIAGNOSTICA - IDEAL;81;DILERMANO REIS;485;;IDEAL;35162173;313130;31;38299000;investimentosocial@fsfx.com.br;GESTOR
4301600000000;1;POSTO DE COLETA HOSPITAL UNIVERSITÁRIO;81;RUA FLORES DA CUNHA;199;ANEXO AO HOSP UNIVER;CENTRO;96400350;430160;53;33113100;RM.BIOANALISE@IG.COM.BR;QUELEN
4301600000000;2;POSTO DE COLETA SANTA CASA;81;GOMES CARNEIRO;1350;ANEXO STA CASA;CENTRO;96400130;430160;53;32415424;rh.bioanalise@ig.com.br;QUELEN
4115200000000;1;FARMÁCIA DA 15ª REGIONAL DE SAÚDE;655;HERVAL;1024;;ZONA 07;87030090;411520;44;32616247;;GESTOR
3549800000000;1;BANCO DE ORGAOS + CNPJ 60,003,761/0003-90;658;JAMIL FERES KFOURI;80;;JD PANORAMA;15091240;354980;;;;CNES22
3549800000000;2;AMBULATORIO GERAL DE ESPECIALIDADES-CNPJ 60003761/0001-09;562;ANTONIO DE GODOY;5600;;JD FRANCISCO FERNAND;15090250;354980;;;;CNES22
3549800000000;3;HOSPITAL DA CRIANCA E MATERNIDADE-CNPJ 60003761/0007-14;655;JAMIL FERES KFOURI;60;;JD PANORAMA;15091240;354980;;;;CNES22
3549800000000;4;POSTO DE COLETA HLAB - CNPJ 60003761/0006-33;655;BADY BASSIT;4754;;IMPERIAL;15015700;354980;;;;CNES22
3549800000000;5;AGENCIA TRANSF HOSPITAL EMILIO CARLOS-CNPJ 60003761/0017-96;561;DOS ESTUDANTES;1455;;PARQUE IRACEMA - CAT;15090000;354980;;;;CNES22
3538800000000;1;FISIOTERAPIA;81;RODOLFO GAUDENSI CALESCO;200;;JD;18803356;353880;14;33516000;;SCNES
1301710000000;2;ESCOLA PADRE LUIZ BERNARDES;713;DESCANSO;SN;RIO MADEIRA;ZONA RURAL;69800000;130170;;;;MESTRE
1301710000000;3;ESCOLA DOM BOSCO;713;ESCONDIDO;SN;RIO MADEIRA;ZONA RURAL;69800000;130170;;;;MESTRE
1301710000000;4;ESCOLA SANTA LUZIA;713;SANTA LUZIA;SN;RIO MADEIRA;ZONA RURAL;69800000;130170;;;;MESTRE
1304100000000;1;ESCOLA MUNICIPAL LAURO BEZERRA;713;NOVA OLINDA;0;;COMUNIDADE NOVA OLIN;69480000;130410;;;;SEMSA
1304100000000;2;ESCOLA MUNICIPAL DO CATOLE;713;CATOLE;0;;COMUNIDADE CATOLE;69480000;130410;;;;SEMSA
1304100000000;3;ESCOLA MUNICIPAL COLONIA DO CAMARUA;713;CAMARUA;0;;COMUNIDADE CAMARUA;69480000;130410;;;;SEMSA
1304100000000;4;ESCOLA MUNICIPAL COUTO FREIRE;713;MONTE MOREA;0;;COMUNIDADE MONTE MOR;69480000;130410;;;;SEMSA
2306300000000;1;JORGE DE CIMA;92;JORGE;SN;;ZONA RURAL;62600000;230630;;;;ITAPAGE
2306300000000;2;JORGE DE BAIXO;92;JORGE;SN;;ZONA RURAL;62600000;230630;;;;ITAPAGE
2306300000000;3;SALGADO;37;SALGADO;SN;;ZONA RURAL;62600000;230630;;;;ITAPAGE
2306300000000;4;ARMADOR;28;ARMADOR;SN;;ARMADOR;62600000;230630;;;;ITAPAGE
2306300000000;5;LAGOINHA;92;LAGOINHA;SN;;LAGOINHA;62600000;230630;;;;ITAPAGE
2306300000000;6;CAPIM-AÇU;37;CAPIM-ACU;SN;;ZONA RURAL;62600000;230630;;;;ITAPAGE
2306300000000;7;CAMORIM;37;CAMORIM;SN;;ZONA RURAL;62600000;230630;;;;ITAPAGE
1302700000000;1;ESCOLA MUNICIPAL NAZARE DO RETIRO;713;NAZARE DO RETIRO;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302700000000;2;ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA;713;FATIMA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302700000000;3;ESCOLA MUNICIPAL SÃO RAIMUNDO;713;SAO RAIMUNDO;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302700000000;4;ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA;713;URUMATUBA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;1;ESCOLA ESTADUAL SAO FRANCISCO I;713;SAO FRANCISCO I;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;2;ESCOLA MUNICIPAL FRANCISCO DE ASSIS;713;SAMAUMA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;3;ESCOLA MUNICIPAL ÁLVARO MAIA;713;BOM SUSPIRO;SN;;ZONA RURAL;69280000;130270;;;;CNESM
1302710000000;6;ESCOLA MUNICIPAL SANTA HELENA;713;SANTA HELENA;SN;;ZONA RURAL;69280000;130270;;;;CNESM
3521600000000;1;POLICLINICA;561;OLAVO BILAC;31;;CENTRO;17880000;352160;;;;SCNES
3556200000000;1;SAUDE COLETIVA;8;BRASIL;144;2 ANDAR;VILA SANTANA;13274010;355620;19;38295675;;SANDRA
2106810000000;1;COORDENACAO DE VIGILANCIA SANITARIA E EPIDEMIOLOGICA;8;GOVERNADOR ANTONIO DINO;S/N;;CENTRO;65265000;210680;;;;SEMUS
2108310000000;1;UNIDADE DE VIGILANCIA SANITARIA;81;SATU BELO;S/N;;CENTRO;65213000;210830;98;33581180;smspenalva12@gmail.com;PENALVA
2704300000000;2;NOVA IMAGEM 2;8;JORNALISTA TOBIAS GRANJA;6;LOT POUSO DA GARCA;TABULEIRO DOS MARTIN;57081650;270430;;;;BIANCA
3301100000000;1;CENTRO DE COVID-19;562;PRACA;1;;TRIANGULO;28500000;330110;;;;SMSCANTAGALO
3541400000000;1;SUCEN - SUPERINTENDÊNCIA DE CONTROLE DE ENDEMIAS SR10;655;CEL. JOSE SOARES MARCONDES;2029;;VILA EUCLIDES;19013050;354140;18;32212354;;FCESDIR
3303510000000;1;EYE CENTER;81;RUA GETULIO VARGAS;87;SALAS 604,606 E 608;CENTRO;26255060;330350;;;;GUEDES
4103100000000;1;CENTRO DE ESPECIALIDADES;561;MANOEL COSTACURTA;476;;CENTRO;83450000;410310;41;36581551;smsbocsul@hotmail.com;SAUDE
3106700000000;1;CIMUC;81;GATURAMA;180;;JARDIM TERESOPOLIS;32684010;310670;;;;CINTIA
3545810000000;1;ENDERECO COMPLEMENTAR 1;81;JOSE ESTANISLAU DE GODOY;210;;VILA BETICA;13450312;354580;19;34552254;;GABI
3168310000000;1;ENDERECO COMPLEMENTAR 1;561;CANDIDO LIMA;344;CASA;CENTRO;33980000;316830;31;36841240;saudetaqminas@yahoo.com.br;GLEISON
4106900000000;2;ENDERECO COMPLEMENTAR 2;561;ROCKEFELLER;1450;;REBOUCAS;80230130;410690;41;32713000;;DRACHADEL
4109600000000;2;ENDERECO COMPLEMENTAR 2;81;DAMIAO BOTELHO DE SOUZA;S/N;;PICARRAS;83280000;410960;41;34728683;;MESTRE
3522410000000;1;ENDERECO COMPLEMENTAR 1;65;ESPIRIDIAO LUCIO MARTINS;S/N;;CENTRO;18400020;352240;;;;352240
3162610000000;1;ENDERECO COMPLEMENTAR 1;561;CARATINGA;180;;CENTRO;35146000;316260;33;33561100;;CNESSJO
1500610000000;1;ENDERECO COMPLEMENTAR 1;81;PRIMEIRO DE JANEIRO;1208;;CENTRO;68371970;150060;;;;SESMA
2307310000000;1;ENDERECO COMPLEMENTAR 1;561;TABELIAO JOSE MACHADO;SN;;SANTA TEREZA;63010010;230730;88;35119611;;GESTOR
2905700000000;1;ENDERECO COMPLEMENTAR 1;561;DA BANDEIRA;249;B;CENTRO;42800130;290570;71;36273130;;290570
1600280000000;1;ENDERECO COMPLEMENTAR 1;655;TANCREDO NEVES;2882;ANEXO 001;AGRESTE;68920000;160027;;;;ELIO RICARDO
4106610000000;1;ENDERECO COMPLEMENTAR 1;65;MANOEL RIBAS;S/N;;CENTRO;87400000;410660;44;36762999;;MARINA
4206210000000;1;ENDERECO COMPLEMENTAR 1;81;NUNCIO BEZ;200;;CENTRO;88735000;420620;48;36422337;apaegravatal@bol.com.br;SAUDE
4312110000000;1;ENDERECO COMPLEMENTAR 1;81;DO COMERCIO;495;;CENTRO;97410000;431210;55;32591122;;SAUDE
3508200000000;1;SERVIÇO DE ODONTOLOGIA;561;WASHINGTON LUIZ;532;;CENTRO;14570000;350820;16;37519110;saude@buritizal.sp.gov.br;PAULO
3508200000000;2;ENDERECO COMPLEMENTAR 2;561;ALFERES MANOEL JOAQUIM;654;;CENTRO;14570000;350820;16;37519127;saude@buritizal.sp.gov.br;PAULO
3139810000000;1;ENDERECO COMPLEMENTAR 1;561;LAUDELINO BARBOSA;418;;CENTRO;36640000;313980;;;;SABRINA
3551700000000;1;EMEF  ?ALFEU RODRIGUES SANTINHO?;561;R. ANSELMO ROSSI, 401 ? JD. IRACEMA;401;;JD IRACEMA;14165010;355170;;;;AUDITORIA
3551700000000;2;"EMEIF ""PROF. ANNITA B. RODRIGUES""";561;R. PAULO MELONI, 1231 ? JD. PARAISO;1231;;PARAISO;14164120;355170;;;;AUDITORIA
3551700000000;3;"EMEF ""NÚCLEO ELVIRA A. DE SOUZA?";561;R. PEDRO CANESIN, 621 ? JD. ALVORADA;621;;JD ALVORADA;14160220;355170;;;;AUDITORIA
3551700000000;4;EMEF ?WALDOMIRO GOMES?;561;R. ALBERTO BENVEGNU, 50 ? COHAB VI;50;;COHAB VI;14160020;355170;;;;AUDITORIA
1502400000000;1;CENTRO DE DIAGNOSTICO POR IMAGEM DO THELRRAS;100;JOSE RAMOS DA SILVA;SN;QUADRA 62;JADERLANDIA;68745000;150240;;;;FCESS
3131510000000;1;CONSULTÓRIO ODONTOLOGICO ANTONIO PIRES DA COSTA;81;SEBASTIAO DA COSTA FERREIRA;50;ENTRADA I;CENTRO;37588000;313150;35;37322258;;ISABEL
3168610000000;1;CLINICA DE ESPEC. MEDICAS E SAUDE DA MULHER SS LTDA;81;VICTOR RENAULT;555;;DOUTOR LAERTE LAENDE;39803151;316860;33;35234163;;ALCANTARA
4308110000000;1;CARDIO VIDA;561;TIRADENTES;225;SALA 02;CENTRO;95770000;430810;51;986341714;CARDIOVIDA.FELIZ@HOTMAIL.COM;CMORTARI
3536500000000;1;CLINICA TEIXEIRA - II;81;AQUELINA BONATTI MALAVAZZI;55;;JD VISTA ALEGRE;13140188;353650;19;38743829;drmarco@terra.com.br;GESTOR
1300500000000;1;ESCOLA MUNICIPAL NOSSA SENHORA DE FATIMA;713;TUCUMANDUBA;S/N;;ZONA RURAL;69160000;130050;;;;CNES01
1300500000000;2;ESCOLA MUNICIPAL NOSSA SENHORA DE APARECIDA;713;JABUTITUBA;S/N;;ZONA RURAL;69160000;130050;;;;CNES01
1300500000000;3;ESCOLA MUNICIPAL RAIMUNDO NASCIMENTO RIBEIRO;713;LAGO GRANDE;S/N;;ZONA RURAL;69160000;130050;;;;CNES01
3527710000000;1;FISIOTERAPIA;8;AVENIDA PADRE JOAO BRAEM;389;;CENTRO;16340047;352770;;;;VANUSA
3106210000000;1;GONCALVES E SILVEIRA LTDA;561;R DENER CUNHA PEIXOTO;11;SALA 403;BURITIS;30575817;310620;;;;SMSAS
3306210000000;1;CAPS MORADA DAS PALMEIRAS;81;GENERAL OSORIO;154;;CENTRO;27700000;330620;;;;CNES
4313400000000;1;AVENIDA 28 DE DEZEMBRO;656;AV 28 DE DEZEMBRO;S/N;CENTRO;CENTRO;96545000;431339;51;37251012;;MESTRE
3203350000000;1;PONTO DE APOIO BREJAL;24;BREJAL;SN;ZONA RURAL;ZONA RURAL;29725000;320335;27;37242952;;RITA FRISSO
2111580000000;1;CLINICA ODONTOLOGICA PINHEIRO;683;DA INDEPENDENCIA;SN;;CENTRO;65978000;211157;99;984092599;;211157
4212300000000;1;ANEXO DO NASF;81;JOSE PEREIRA DA SILVA;S/N;;CENTRO;88490000;421230;48;32530211;SAUDE@PAULOLOPES.SC.GOV.BR;MESTRE
3157800000000;1;UNIDADE DE SAUDE SAO GERALDO;655;RAUL TEIXEIRA DA COSTA SOBRINHO;741;;SAO GERALDO;33010210;315780;31;36415325;psf@santaluzia.mg.gov.br;PEDROLUIZ
4101310000000;1;UBS BUTIA;31;ESTRADA MUNICIPAL;SN;;BUTIA;83980000;410130;;;;ANAPAULA
3541400000000;1;AMELIOPOLIS;65;DA BANDEIRA;S/N;;DISTRITO DE AMELIOPO;19140002;354140;18;39116180;ubsameliopolis@presidenteprudente.sp.gov.br;PAULO
1303570000000;1;POSTO DE SAUDE FRANCISCO LOPES MARINHO;82;MANAPOLIS;S/N;;ZONA RURAL;69117000;130356;;;;CNES RPE
1303570000000;2;CENTRO SOCIAL SÃO FRANCISCO DO CARAMURI;82;COMUNIDADE DO CARAMURI;S/N;;ZONA RURAL;69117000;130356;;;;CNES RPE
1303570000000;3;ASSOCIAÇÃO DA COMUNIDADE SAO JOSE;82;COMUNIDADE SAO JOSE;S/N;;ZONA RURAL;69117000;130356;;;;CNES RPE
4108600000000;1;ACADEMIA DE SAÚDE;561;RUA PROFESSOR OBERON FLORIANO DITTERT;SN;;JARDIM UNIVERSITARIO;87360000;410860;44;35227283;;SEC.SAUDE
4321800000000;1;RUA PADRE CACIQUE;561;PADRE CACIQUE;498;SALA 3;CENTRO;98910000;432180;55;999412813;;JESSICA
4102400000000;1;UNIDADE BASICA DE SAUDE SERTAOZINHO;81;PADRE BENTO;SN;SITIO;NOSSA SENHORA DA CAN;86360000;410240;43;35861113;;DAISA
2505200000000;1;ANCORA MALHADA;92;SITIO MALHADA;SN;;Z RURAL;58208000;250520;;;;SCNES
2505200000000;2;ANCORA CHA BOA ESPERANCA;92;CHA BOA ESPERANCA;SN;;Z RURAL;58208000;250520;;;;SCNES
3167200000000;1;UPA DR. JUVENAL PAIVA;561;CLAUDIONOR CASTRO BAHIA;1700;;SANTA MARIA;35701877;316720;31;37748140;;FCESFCES
1301600000000;17;CASA COMUNITARIA LIMA;713;COMUNIDADE LIMA;S/N;;COMUNIDADE;69670000;130160;;;;SEMSA
1301600000000;18;CASA COMUNITARIA NOVA JERUSALEM;713;COMUNIDADE NOVA JERUSALEM;S/N;;COMUNIDADE;69670000;130160;;;;SEMSA
1301600000000;19;CASA COMUNITARIA CORDEIRO;713;COMUNIDADE CORDEIRO;S/N;;COMUNIDADE;69670000;130160;;;;SEMSA
1301600000000;20;ESCOLA MUNICIPAL NOVA ESPERANCA;713;COMUNIDADE NOVA ESPERANCA;S/N;;COMUNIDADE;69670000;130160;;;;SEMSA
1301600000000;21;CASA COMUNITARIA TUPE;713;COMUNIDADE TUPE;S/N;;COMUNIDADE TUPE;69670000;130160;;;;SEMSA
1503750000000;1;POSTO DE SAUDE TRISTÃO BOTELHO;713;COMUNIDADE SAO JOSE;SN;;ZONA RURAL;68195000;150375;;;;SEMSA
1503750000000;2;POSTO DE SAUDE ESTANDISLAU BRILHANTE;713;COMUNIDADE PORTO-RICO;SN;;ZONA RURAL;68195000;150375;;;;SEMSA
1503750000000;3;POSTO DE SAUDE BERNARDINO FURTADO DOS REIS;713;COMUNIDADE MAMAE-ANA;SN;;ZONA RURAL;68195000;150375;;;;SEMSA
2908000000000;1;CENTRO DE ATENDIMENTO PARA ENFRENTAMENTO À COVID-19;81;ELIAS LEAL;SN;TERREO;CENTRO;45638000;290800;;;;SAUDE
3550300000000;1;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;561;RIACHUELO;44;SALAS 24 E 25;SE;1007901;355030;11;98478717;jbcontassessoria@gmail.com;CADASTRO
2104810000000;1;UTI;562;PRACA DOM ROBERTO COLOMBO;SN;;CIDADE ALTA;65940000;210480;;;;SEMUS
2111510000000;1;VIGILANCIA EPIDEMIOLOGICA E SANITARIA;81;ANTONIO PORTELA;SN;;CENTRO;65470000;211150;;;;SAOMATEUS
4113700000000;2;HOFTALON HOSPITAL DE OLHOS;81;PROFESSOR JOAO CANDIDO;1026;;CENTRO;86010901;411370;43;999191273;andrea.guilherme@hoftalon.com.br;FCES
2111400000000;1;UOM;561;PRINCIPAL;S/N;;CENTRO;65708000;211140;99;36485955;SEMUSSLZ@GMAIL.COM;SEMUS
1200210000000;1;ESCOLA RUI BARBOSA;655;RIO JURUA;S/N;;BOCA DO MOA;69980000;120020;;;;SCNES
1302600000000;1;N-14;81;CANANEIA;20;;CIDADE NOVA;69096145;130260;92;36363801;;ABARBARA
1302600000000;2;N-50;81;VASCO DA ATAIDE;S/N;CJ BOAS NOVAS;CIDADE NOVA;69090312;130260;;;;ABARBARA
1302600000000;3;N-58;81;CAPIBARIBE;2;COM AGUAS CLARAS I;NOVO ALEIXO;69098032;130260;92;35813499;;ABARBARA
1300100000000;1;ESCOLA MUCIPAL CORDEIRO MOTA;713;SAGRADO CORACAO DE JESUS;SN;;ZONA RURAL;69440000;130010;;;;CNES1
1300100000000;2;ESCOLA MUCIPAL NOVA UNIÃO;713;LIBERDADE;SN;;ZONA RURAL;69440000;130010;;;;CNES1
1300100000000;3;ESCOLA SÃO JOÃO;713;COSTA DO AMBE;SN;;ZONA RURAL;69440000;130010;;;;CNES1
1300100000000;4;ESCOLA ESCOLA MUNICIPAL SÃO SEBASTIÃO;713;VILA DO ANORI;SN;;ZONA RURAL;69440000;130010;;;;CNES1
1200210000000;2;IGREJA BATISTA;82;FLORIANOPOLIS;S/N;;FLORIANOPOLIS;69980000;120020;;;;SCNES
1200210000000;3;CRECHE BOM JESUS;104;COMUNIDADE BOCA DO MOA;S/N;;BOCA DO MOA;69980000;120020;;;;SCNES
1200210000000;4;IGRAJA CATOLICA;82;RAMAL DA PRAIA GRANDE;S/N;;RAMAL;69980000;120020;;;;SCNES
3535310000000;1;CONTROLE DE ENDEMIAS;81;SANTOS DUMONT;835;;CENTRO;19970078;353530;18;33512457;dengue@palmital.sp.gov.br;SAUDE
4120330000000;1;UBS MARIA SILVIA DA SILVA;561;MARILIA;1;SN;CENTRO;86618000;412033;43;32441451;;FCES1
3204900000000;1;PONTO DE APOIO UNIDADE DE SAUDE URUSSUQUARA;561;RUA PRINCIPAL;SN;;URUSSUQUARA;29930900;320490;;;;MESTRE
3204900000000;2;PONTO DE APOIO UNIDADE DE SAUDE CAMPO GRANDE;31;ESTRADA DE BARRA NOVA SUL;SN;PROXIMO A ASSOCIACAO;CAMPO GRANDE;29946650;320490;;;;MESTRE
3204900000000;3;PONTO DE APOIO BARRA NOVA SUL;561;BARRA NOVA SUL CAMPO GRANDE;SN;;BARRA NOVA SUL;29930900;320490;;;;MESTRE
3522300000000;1;HOSPITAL DE CAMPANHA COVID-19 - ITAPETININGA;81;RUA PADRE ALBUQUERQUE;245;ANEXO;CENTRO;18200220;352230;15;32757800;;FABIO
2609800000000;1;HOSPITAL DE CAMPANHA COVID-19;81;SENADOR MANSUETO DE LAVOR;S/N;AO LADO DO CEMITERIO;LOTEAMENTO MARIA VAL;56170000;260980;;;;OROCO
3145400000000;1;ANEXO;65;PRIMEIRO DE MARCO;181;;CENTRO;36145000;314540;32;32881123;saude@olaria,mg.gov.br;OLARIA
3106200000000;6;CENTRO DE OFTALMOLOGIA DO HOSPITAL EVANGELICO AFONSO PENA;8;AFONSO PENA;4000;;CRUZEIRO;30130009;310620;31;21388300;;CARINA
3106200000000;5;HOSPITAL EVANGELICO DE BELO HORIZONTE;81;DESEMBARGADOR MARIO MATOS;505;;SERRA;30220410;310620;31;21388300;;CARINA
3548710000000;1;CENTRO COMUNITÁRIO DE REFERÊNCIA AO COVID;81;DOS PALMITAIS;2;;PARQUE IDEAL;9857015;354870;;;;EDVANIO
4108310000000;1;PROGRAMA DE IMUNIZACAO;561;FRANCISCO GUARANA DE MENEZES;665;;VILA YOLANDA;85853490;410830;45;21058181;;JOCILEA
3544250000000;1;CONSULTORIO ODONTOLOGICO ESCOLA PIERGENTILE;81;SALES ANTONIO FROZINI;81;;CENTRO;19273000;354425;;;;FCES
1302200000000;1;ESCOLA MUNICIPAL BOA ESPERANÇA;713;COMUNIDADE BOM JARDIM;S/N;;ZONA RURAL;69520000;130220;;;semsajurua21@gmail.com;SCNES
1302200000000;2;ESCOLA MUNICIPAL NOSSA SENHORA DO ROSARIO;713;COMUNIDADE UARA;S/N;;ZONA RURAL;69520000;130220;;;semsajurua21@gmail.com;SCNES
1302200000000;3;ESCOLA MUNICIPAL 15 DE NOVEMBRO;713;COMUNIDADE EXTREMA;S/N;;ZONA RURAL;69520000;130220;;;semsajurua21@gmail.com;SCNES
1302200000000;4;ESCOLA MUNICIPAL SANTA CLAUDIA;713;COMUNIDADE JOANICO;S/N;;ZONA RURAL;69520000;130220;;;semsajurua21@gmail.com;SCNES
2207000000000;2;FARMACIA HIPERDIA;65;COSTA ALVARENGA;SN;;CENTRO;64500000;220700;;;;SCNES
5004410000000;1;ENDERECO COMPLEMENTAR 1;561;CORONEL GUSTAVO RODRIGUES DA SILVA;45;;CENTRO;79580000;500440;;;;SEMUSA
3200600000000;2;ENDERECO COMPLEMENTAR 2;655;FLORESTAL;0;;NOVA ARACRUZ;29190970;320060;27;32964622;;320060
3509200000000;1;ENDERECO COMPLEMENTAR 1;561;VEREADOR JOSE MENDES;56;E NUMERO 110;JORDANESIA;7760000;350920;11;44471003;;FERNANDA
3512810000000;1;ENDERECO COMPLEMENTAR 1;561;DR. CAMPOS SALES;69;;CENTRO;13150000;351280;19;38123352;cemetra@yahoo.com.br;351280
1200340000000;1;ENDERECO COMPLEMENTAR 1;561;21 DE ABRIL;SN;;GUARANI;69990000;120033;68;33431452;;SCNES
3301310000000;1;ENDERECO COMPLEMENTAR 1;561;PADRE ANCHIETA;91;;CENTRO;28860000;330130;;;;KATIUCHA
5206200000000;1;ENDERECO COMPLEMENTAR 1;8;KALED COSAK;540;;CENTRO;73850000;520620;61;36121010;;SMSAUDE
3301100000000;1;VIGILANCIA SANITARIA E EPIDEMIOLOGICA;561;FRANCISCO EUGENIO VIEIRA;300;SALA 201;CENTRO;28500000;330110;22;25554204;;SMSCANTAGALO
5107920000000;1;POSTO DE COLETA UNIDADE BRASIL;8;BRASIL;1405;SALA 02;CENTRO;78890187;510792;66;35447701;;LUCIO
1100190000000;1;CONSULTORIO ODONTOLOGICO;561;CARLOS GOMES;872 A;CASA;NOVA PIMENTA;76970000;110018;;;;LEIDY
4100410000000;1;PRO LAB LABORATÓRIO DE ANÁLISES CLÍNICAS;561;JOSE CARLOS COLODEL;306;APT 2 SALA 2;VILA SANTA TEREZINHA;83501140;410040;41;988886405;fernanda_stos@yahoo.com.br;FERNANDO
4126260000000;1;ODONTOLOGIA;655;LONDRINA;1174;;JD.NOVO INDEPENDENCI;87114010;412625;44;32887000;;GESTOR
4305110000000;1;ENDERECO COMPLEMENTAR 1;561;OS DEZOITO DO FORTE;2366;;CENTRO;95020472;430510;54;21016000;rogerio.elsemann@fsg.br;ADMIN
3550310000000;1;ENDERECO COMPLEMENTAR 1;655;PACAEMBU;1866;;PACAEMBU;1234000;355030;;;;CADASTRO
4112950000000;1;UNIDADE DE APOIO RIO VERDE;561;BOM JESUS;635;CASA;RIO VERDE;87355000;411295;44;35696009;;JURANDA
1301400000000;1;RIO TARAUACA COMUNIDADE NOVA OLINDA;713;COMUNIDADE NOVA OLINDA;S/N;;RIO TARAUACA;69880000;130140;;;;CNES
1301400000000;2;RIO EIRU COMUNIDADE MOURAO;713;COMUNIDADE MOURAO;S/N;;RIO EIRU;69880000;130140;;;;CNES
4311790000000;1;SERVIÇO DE FISIOTERAPIA;8;IRMAOS KO FREITAG;504;;CENTRO;95793000;431179;51;36144151;administrativo@marata.rs.gov.br;EDUARDO
1300510000000;2;ESCOLA MUNICIPAL SAO PEDRO PEDROSA DE CARVALHO;28;ARIAU;S/N;;ZONA RURAL;69160000;130050;;;;CNES01
1300510000000;3;CENTRO CULTURAL VALCIR BARROS;28;PIRAI;S/N;;ZONA RURAL;69160000;130050;;;;CNES01
1300510000000;4;ESCOLA MUNICIPAL SANTA TEREZA;28;SANTA TEREZA DO MATUPIRI;S/N;;ZONA RURAL;69160000;130050;;;;CNES01
5300110000000;1;RUA 05 NORTE LOTE 03 SALA 308;561;RUA 05 NORTE LOTE 03 SALA 308;308;;AGUAS CLARAS;71907720;530010;61;30461536;JORGEFILHO@JCCONTABIL.COM;GECAD
1505110000000;1;UNIDADE APOIO I;713;SAO LAZARO;S/N;;MEIO RURAL;68250000;150510;;;;OBIDOS
1505110000000;2;UNIDADE DE APOIO II;713;SAO RAIMUNDO;S/N;;MEIO RURAL;68250000;150510;;;;OBIDOS
1505110000000;3;UNIDADE DE APOIO III;713;VILA VIEIRA;S/N;;MEIO RURAL;68250000;150510;;;;OBIDOS
